Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2025/09/28,15:37:58,UBR176330,N/A,CUST34579,uber auto,Vaishali,DLF Phase 1,120.0,11.4,,no,,YES,Trip interrupted,125.0,3.1,,4.9,Cash
2025-04-04,17:44:20,UBR181084,Customer Cancelled,,Uber Go,Faridabad,Dwarka,14.5,47.6,N/A,NO,Not Available,no,,418.3,,,,upi
2025-08-15,5:00 PM,UBR187538,completed,CUST69622,Uber Go,Aerocity,Connaught Place,8.9,Unknown,,No ,,no,,628.4,18.4,4.5,Not Available,UPI
2025-10-06,23:05:12,UBR170162,Completed,CUST58299,Uber Go,DLF Phase 1,Saket,6.9,21.5,,NO,Unknown,No ,,139.2,5.6,5.0,N/A,Cash
2025/01/04,20:00:35,UBR109125,Completed,CUST22787,Uber Auto,Gurugram,New Delhi,NA,34.4,,No ,,NO,,319,7.7,Not Available,NA,UPI
2025-05-19,18:52:42,UBR102920,Completed,CUST53826,UberAuto,Noida Sector 18,Gurugram,12.6,41.9,,No ,,No,,160.1,3.7,4.8,4.9,wallet
2025-12-16,12:11:15,UBR105898,customer cancelled,N/A,Uber Go,Kashmere Gate,DLF Phase 1,6.3,22.2,DRIVER ASKED TO CANCEL,no,,No,,359.5,,,,UPI
2025-07-29,N/A,UBR162280,Completed,CUST43288,Uber Go,Dwarka,DLF Phase 1,11.6,49.9,,No ,,no,Unknown,585.8,22.1,0.0,Not Available,NA
2025-09-24,03:37:52,UBR142851,Completed,CUST63950,Auto,IGI Airport,Karol Bagh,6.3,26.2,,NO,,NO,,,26.4,4.4,4.9,Cash
11-03-2025,05:25:41,UBR193180,INCOMPLETE,CUST67781,Uber Go,Not Available,Lajpat Nagar,11.6,35.7,,no,,YES,Technical issue,,21.2,N/A,,Cash
03-19-2025,09:17:19,UBR139368,Completed,CUST64059,Uber Auto,Connaught Place,Lajpat Nagar,13.2,48.7,,No,,no,,279.4,7.6,4.2,-,Cash
2025-11-27,00:38:28,UBR125216,Completed,CUST34078,UberXL,Dwarka,Connaught Place,10.5,null,,NO,,NO,,178,6.5,5.0,4.6,UPI
29/01/2025,16:42:33,UBR135393,Driver Cancelled,CUST56412,Uber Auto,Vasant Kunj,Rohini,9.8,33.5,,Yes ,Customer asked to cancel,Unknown,,Not Available,12.2,,,upi
2025-11-06,03:08:10,UBR173020,Completed,CUST32576,Uber Go,Noida Sector 18,Greater Kailash,0.0,24.1,,No ,,No,,607.9,19.7,NA,4.4,Cash
2025-10-19,05:09:25,UBR110451,Customer Cancelled,CUST67178,Moto,IGI Airport,Noida Sector 18,8.8,25.5,Other,No ,,no,,,,,,Credit Card
nan,18:58:01,UBR101790,Completed,CUST61185,Uber Auto,Indirapuram,Saket,9.6,38.2,,NO,,NO,,240.6,unknown,4.7,5.0,UPI
2025/06/09,13:01:01,UBR115671,Incomplete,CUST65042 ,Uber Auto,-,Noida Sector 62,3.1,12.2,,no,Unknown,Yes ,-,,,,,upi
06/11/2025,22:30:12,UBR160844,Completed,,UberGo,Noida Sector 62,Gurgaon,4.8,12.1,,NO,,No,NULL,179.4,13.5,"""5.0""",5.0,Debit Card
2025-08-07,19:32:55,UBR143591,Incomplete,CUST24014,Uber Auto,Cyber City,Rohini,12.9,51.0,,No,,Yes,driver emergency,NA,16.6,-,,Credit Card
2025-01-03,17:00:23,UBR171541,Completed,CUST74529,Uber Auto,Cyber City,Vaishali,12.7,60.0,NA,NO,,No ,,unknown,14.6,5.0,4.6,Credit Card
15-Sep-2025,20:37:24,UBR105207,Completed,CUST20913,Auto,N/A,Vasant Kunj,-,N/A,Unknown,no,,No ,,142.6,2.3,4.1,5.0,upi
2025-06-10,11:59:46,UBR184874,nan,CUST26964,Uber Go,Gurugram,Cyber City,4.4,20.7,,No,,No,,541.0,20.0,,5.0,Debit Card
2025-02-09,18:57:38,UBR117270,Completed,CUST67506,Bike,MG Road,Lajpat Nagar,12.7,46.5,,No,,NO,,299.9,6.8,4.9,5.0,upi
2025-09-11,03:42:13,UBR119538,Completed,CUST36598,Uber Go,Vaishali,Hauz Khas,5.0,23.7,,NO,,NO,,366.7,16.7,4.4,4.4,wallet
2025/09/07,08:49:44,UBR109580,Completed,CUST28720,bike,Kaushambi,Rohini,11.0,34.5,,no,,NO,,286.8,8.2,5.0,4.8,UPI
2025-11-10,NA,UBR135437,completed,CUST34805,Moto,Rajouri Garden,Connaught Place,8.0,38.1,,NO,,No,,15000,6.7,4.9,5.0,UPI
2025-08-02,04:17:49,UBR187251,Completed,CUST71249,null,Janakpuri,Vaishali,7.0,23.1,,No ,,No ,,308.2,12.4,4.0,4.6,UPI
2025-07-15,16:37:17,UBR181725,Completed,CUST69814,moto,New Delhi,Karol Bagh,7.3,22.6,,No ,,no,,278.9,10.39744259516554,4.5,5.0,upi
2025-08-13,17:39:54,UBR183272,Customer Cancelled,CUST73755,UberAuto,Noida Sector 62,Noida Sector 18,9.1,24.6,DRIVER ASKED TO CANCEL,No,,NO,,,,,,Unknown
2025-01-22,07:43:46,UBR183641,Completed,CUST36298,Uber Auto,Rajouri Garden,Ghaziabad,17.1,nan,,No ,,Not Available,,228,10.3,4.7,5.0,UPI
2025-07-20,10:07:04,UBR132977,Customer Cancelled,CUST39368,uber auto,Hauz Khas,Vaishali,15.7,60.0,Wait time too long,no,Not Available,No,Unknown,484.6,19.4,,,UPI
10/08/2025,09:04:34,UBR114470,Completed, CUST50506,Uber Auto,Connaught Place,New Delhi,16.9,60.0,,No ,,no,,528.3,19.5,,4.3,CreditCard
2025-11-28,06:53:17,UBR117618,Completed,CUST28558,Uber Go,New Delhi,Rohini,3.1,12.3,,No ,,NO,,391.7,15.6,N/A,4.4,Cash
10-04-2025,16:34:02,UBR107505,Cancelled,CUST70758,uber premier,Ghaziabad,Anand Vihar,10.7,N/A,,Yes ,Customer asked to cancel,no,,,nan,,,Cash
2025-07-08,07:42:38,UBR109622,Incomplete,CUST62854,Uber Premier,New Delhi,DLF Phase 1,12.0,28.3,,No ,,Yes,Other,287.9,,-1.0,,debit card
2025-07-17,08:15:33,UBR136567,Completed,CUST58870,Uber XL,DLF Phase 1,Janakpuri,13.7,60.0,-,No,,No,,10,10.0,4.5,4.8,UPI
2025-10-11,21:31:35,UBR153224,Driver Cancelled,CUST30066,Premier,Ghaziabad,Lajpat Nagar,16.5,56.8,,YES,Too far,no,,241.0,6.7,,,UPI
2025-02-08,23:10:25,UBR176661,Completed ,CUST57601,Uber Go,Gurugram,Delhi,7.1,Unknown,,No,,No ,,193.7,8.0,N/A,Not Available,credit card
2025-02-21,12:22:45,UBR184287,Incomplete,CUST58716,Uber Go,New Delhi Railway Station,Janakpuri,3.5,16.5,,No ,,Yes ,Driver emergency ,,,,4.6,Wallet
,6:47 PM,UBR192344,Driver Cancelled,CUST33530,Uber Go,New Delhi Railway Station,NEW DELHI,14.9,57.4,-,Yes,Traffic,No ,,,,,,Debit Card
2025-07-20,nan,UBR152557,Completed,CUST63913,Uber Auto,IGI Airport,Rohini,3.6,,,No,,No,,745.9,25.3,4.4,3.851554859920207 stars,UPI
09-22-2025,5:08 PM,UBR126463,Driver Cancelled,CUST37309,Uber Premier,Saket,-,15.3,60.0,,Yes,Vehicle issue,No,,422.6,20.0,,,upi
2025-03-21,00:09:46,UBR109216,Driver Cancelled,NA,Uber Auto,Rohini,Saket,-,17.0,,Not Available,Too far,No,,228.0,,,,CASH
2025-12-30,12:39:43,UBR144611,Completed,CUST57581 ,Uber Go,Karol Bagh,Rohini,9.5,29.1,,no,,no,,N/A,12.4,nan,"""4.764930407915864""",UPI
,18:31:52,UBR148677,completed,CUST50203,Uber Go,Greater Kailash,Karol Bagh,10.6,,,No,,NO,,274.1,6.2,,4.2,UPI
2025-11-05,22:33:29,UBR115747,Completed,CUST29912,moto,Ghaziabad,Dwarka,12.0,NA,,No,,No ,,434.1,19.2,5.0,4.9,UPI
2025-12-12,07:34:43,UBR175443,Completed,,Uber XL,Rajouri Garden,Saket,10.1,46.0,,no,,NO,,232.2,250.0,4.5,4.6,CreditCard
2025-10-19,02:52:27,UBR144218,Customer Cancelled,CUST67215,Uber Auto,New Delhi Railway Station,Connaught Place,5.3,20.1,,No ,,No,,262.7,nan,,,Credit Card
2025-01-18,19:16:50,UBR115258,CUSTOMER CANCELLED,CUST56798,Uber Auto,Aerocity,Karol Bagh,12.3,38.9,Driver asked to cancel,NO,,No,,,,,,Credit Card
"October 01, 2025",16:04:28,UBR19973,Completed,CUST52942,Uber Auto,Connaught Place,ghaziabad,4.1,19.8,,No,,no,,473.6,18.4,4.1,4.7,CASH
2025-12-27,10:26:59,UBR121249,Completed,null,Moto,DLF Phase 1,Faridabad,NA,Not Available,,NO,,No,,322.0,13.1,null,5.0,Wallet
2025-12-17,03:22:14,UBR104095,Completed,CUST56549,Uber Auto,Dwarka,Rohini,6.5,21.8,,No,,No,,531.0,21.2,4.1,4.7,debit card
2025-09-15,20:33:35,UBR133113,COMPLETED,CUST45268,Uber Premier,Rohini,Cyber City,13.1,60.0,,No,,no,,470,20.8,NA,5.0,UPI
,01:18:54,UBR18370,Completed,CUST31526,Uber Go,Kaushambi,Rohini,6.8,450.0,,NO,,no,,76.5,4.0,4.3,4.4,Wallet
2025-09-02,20:27:59,UBR100080,Completed,CUST50289,uber premier,Kashmere Gate,Anand Vihar,15.5,46.3,,No,,No ,,278.9,8.9,4.8,4.6,Not Available
2025-03-13,23:35:59,UBR158901,Customer Cancelled,CUST66108,Uber Auto,Gurugram,Rajouri Garden,3.2,6.3,Change of plans,no,,No,,,2.5,,,debit card
2025-11-02,21:15:08,UBR117237,Completed,CUST74719,Uber Auto,Gurugram,Saket,11.6,46.7,,NO,,no,,-,7.9,4.4,4.5,
2025/02/04,08:31:23,UBR123041,Completed,CUST45942,Uber Auto,Rohini,IGI Airport,11.5,50.8,,No,Unknown,No ,,NULL,20.1,-,N/A,upi
2025-08-30,7:22 AM,UBR132432,Completed,CUST40006,Uber Auto,-,Cyber City,7.4,38.8,,No,,No,,371.8,16.1,N/A,4.5,Credit Card
08-20-2025,19:45:32,UBR144568,Completed,CUST39306,moto,Kashmere Gate,Noida Sector 18,9.5,42.6,,no,,NO,,283.5,9.5,4.3,,wallet
Unknown,08:10:16,UBR107004,Customer Cancelled,,Uber Go,Lajpat Nagar,Aerocity,14.2,NULL,wrong pickup location,NO,,no,,8000,11.3,,,Cash
2025-03-20,11:17:36,UBR134743,incomplete,CUST51781,Moto,Rajouri Garden,Kashmere Gate,7.9,28.9,,NO,,Yes ,,183.7,8.1,4.9,4.9,UPI
,13:42:12,UBR176693,Completed,CUST32490,Premier,Unknown,Janakpuri,8.0,32.9,null,No ,,NULL,nan,578.7,19.6,4.2,4.7,Wallet
2025-01-01,21:04:22,UBR112806,Completed,CUST73349,Uber Premier,Ghaziabad,N/A,9.5,23.7,,no,,No ,,147.8,3.3,4.7,4.0,wallet
2025-08-19,04:47:07,UBR146463,Customer Cancelled,CUST23592,Uber Premier,Kashmere Gate,Dwarka,7.0,23.2,Change of plans,No ,,No ,,,20.8,,Not Available,UPI
2025-03-08,04:17:37,UBR158667,Incomplete,CUST71961,Uber XL,Saket,Rohini,10.6,null,,No ,,YES,,365.6,-,,,upi
2025/03/26,03:29:42,UBR108319,Completed ,CUST58483,Uber Go,Indirapuram,Noida Sector 18,8.5,16.8,,NO,,NO,null,155.9,6.8,4.1,4.4,upi
2025-08-11,09:18:18,UBR118045,Completed,CUST56313,Uber Go,Greater Kailash,Connaught Place,17.3,60.0,,NO,,No,,512.9,unknown,5.0,,Cash
2025-06-18,03:50:25,UBR159034,Completed,CUST47012,NA,noida sector 62,Indirapuram,NA,22.9,,no,,No,,416.7,17.0,N/A,5.0,UPI
2025-05-15,07:52:50,UBR197889,Driver Cancelled,CUST53691,Uber Auto,Noida Sector 62,Anand Vihar,45.0,49.6,,Yes , Customer asked to cancel,NO,,,,,N/A,Debit Card
2025-09-06,18:47:24,UBR190974,completed,CUST63862,null,Noida Sector 18,Rajouri Garden,15.0,-,,NO,,no,,108.4,4.6,4.9,5.0,Cash
2025-12-03,,UBR146728,Completed,CUST32992,bike,DLF Phase 1,Faridabad,18.3,60.0,,No ,,no,,559.0,18.6,N/A,"""4.374831362653799""",UPI
2025-08-17,05:42:32,UBR113438,Completed,CUST34283,bike,IGI Airport,Cyber City,3.5,20.0,,No ,,no,,599.4,24.4,4.7,4.9,UPI
2025-04-22,21:29:15,UBR179210,Completed,CUST48706,Moto,Karol Bagh,Vaishali,11.5,50.2,,No ,,no,,258.7,10.3,4.3,4.6,Debit Card
2025-01-20,12:50:20,UBR110455,Incomplete,CUST64155,Uber Go,Anand Vihar,Delhi,8.4,30.0,Not Available,No,,YES,Route issue,,,,,UPI
2025-10-26,07:56:46,UBR180445,Cancelled,CUST64215,Moto,Noida Sector 18,Ghaziabad,12.2,Not Available,,Yes,traffic,No,,665.7,,,,Unknown
2025-09-03,01:00:38,UBR106344,Completed, CUST59403,Uber Go,New Delhi Railway Station,NULL,6.2,14.3,,NO,,No,,122.3,3.8,5.0,4.5,Wallet
2025-03-11,10:47:57,UBR128394,Completed ,CUST24535,Uber Premier,IGI Airport,Dwarka,11.3,60.0,,no,,no,,701.7,25.1,5.0,N/A,CreditCard
2025-05-08,,UBR153431,Completed,CUST49995,NULL,Aerocity,Janakpuri,8.9,54.7,,No ,,NO,,929.8,27.6,4.194014977866583 stars,5.0,wallet
2025-03-11,20:46:30,UBR191406,Completed,CUST22467,Uber Go,Janakpuri,Greater Kailash,11.6,47.9,,No,,No ,,446.3,13.1,4.7,4.6,Wallet
2025-07-01,8:57 AM,UBR130253,Completed,CUST30052,Uber Go,Hauz Khas,Greater Kailash,8.6,59.5,,NO,,No,,1073.5,28.2,4.7,5.0,Credit Card
2025-10-06,11:26:53,UBR129582,Completed,CUST38804,,Greater Kailash,null,-,-,,No ,NULL,no,,325.4,11.3,5.0,4.7,Debit Card
,null,UBR148527,Completed,CUST37764,Uber Go,Anand Vihar,MG Road,N/A,39.7,N/A,no,,NO,,212.9,N/A,4.1,4.7,Credit Card
,5:26 PM,UBR131051,Completed,CUST47420,Uber XL,Ghaziabad,Anand Vihar,15.8,60.0,,NO,,NO,,184.8,7.5,4.6,4.9,Cash
2025-01-30,03:57:37,UBR122948,completed,CUST57126,Uber Auto,Connaught Place,Rohini,4.8,14.5,,no,,no,,327.2,13.6,3.9,4.7,CreditCard
2025-02-10,13:38:49,UBR140654,Completed,CUST61357,Premier,Delhi,Aerocity,6.0,nan,,NO,,No ,,138.7,4.0,5.0,4.6,Cash
20/07/2025,06:42:13,UBR127837,Completed,CUST28769,Moto,New Delhi,Kaushambi,-,38.3,,No,,No ,,85.2,2.8,,5.0,Not Available
06/12/2025,03:40:17,UBR183530,completed,CUST71253,Uber XL,Vasant Kunj,Gurugram,5.6,17.2,,No ,,No,,326.6,15.7,5.0,3.9,Credit Card
2025-09-21,,UBR142776,Completed,CUST68858,Uber Auto,Karol Bagh,Anand Vihar,12.5,59.2,,nan,,no,N/A,1159.1,35.0,4.7,4.9,wallet
12/06/2025,17:09:32,UBR140133,Driver Cancelled,CUST69593,uber premier,null,Kashmere Gate,,37.7,,yes,Customer not reachable,NO,,,,,,UPI
2025-01-09,8:29 AM,UBR157978,Completed ,CUST50951,Bike,N/A,Vasant Kunj,9.1,29.1,,NO,,No ,,109.7,2.3,4.9,0.0,CreditCard
2025-08-07,19:58:34,UBR144481,incomplete,CUST50554,moto,Hauz Khas,Noida Sector 18,9.3,46.1,,NO,-,Yes ,Vehicle breakdown,445.9,10.1,,nan,Cash
2025-07-23,19:16:05,UBR149539,Completed,CUST20997,Uber Auto,Cyber City,Karol Bagh,13.5,60.0,,No ,,no,,NULL,18.1,3.4,5.0,UPI
2025-12-28,14:41:38,UBR196310,Completed,CUST33842,UberXL,Faridabad,IGI Airport,8.4,25.9,N/A,No ,,NO,,490.6,18.4,4.8,5.0,UPI
,13:09:22,UBR154176,Completed,CUST63153,Uber GO,IGI Airport,New Delhi,11.1,53.9,,No ,,NO,,965.7,42.0,"""4.040089142051362""",NULL,Debit Card
2025-10-06,20:30:45,UBR163876,Incomplete,CUST69420,Uber Auto,Vaishali,Kashmere Gate,nan,60.0,,No,NA,Yes ,Route issue,,16.6,,,UPI
2025-07-08,7:41 AM,UBR121492,Completed,CUST50898,bike,Janakpuri,Delhi,16.6,NA,,NO,,NO,,160.2,5.5,3.9,4.6,UPI
2025-01-26,08:06:06,UBR166983,Completed,CUST45036,Uber Premier,NA,Connaught Place,10.2,45.1,,No,,No,,242.1,Not Available,4.4,4.6,upi
2025-07-10,23:14:44,UBR160552,Completed,CUST66091,Uber Auto,Gurugram,Noida Sector 62,4.0,22.2,,No,,No,,346.9,12.3,3.6,4.2,Wallet
02-03-2025,Unknown,UBR17035,completed,CUST65554,Uber Premier,Lajpat Nagar,IGI Airport,7.5,41.1,,No,,No,,420.4,NULL,4.5,4.2,UPI
27/04/2025,20:09:05,UBR130542,Customer Cancelled,CUST70987,Uber Go,Ghaziabad,Hauz Khas,16.9,NULL,Wait time too long,No ,,No ,,803.8,37.0,,,Cash
2025-02-26,01:12:41,UBR198145,Completed,CUST32871,Uber Go,Saket,Vaishali,8.6,21.3,,No ,,No,,73.5,2.2,4.0,5.0,Credit Card
2025-10-02,20:58:03,UBR122160,Completed,CUST65374,Uber Auto,Connaught Place,Gurugram,16.2,45.3,,No,,No ,,189.8,7.1,4.2,N/A,Not Available
2025-09-09,22:37:04,UBR171623,Completed,CUST57718,Uber Premier,Indirapuram,Greater Kailash,8.9,22.1,,No,Unknown,No,,262.7,8.0,5.0,4.9,Cash
05-10-2025,08:02:15,UBR165521,customer cancelled,CUST72255,Uber Go,DLF Phase 1,Noida Sector 18,10.1,37.2,,No,,NO,,NA,5.0,,,Unknown
2025-07-22,16:04:50,UBR188953,Completed,,Uber XL,Kashmere Gate,Lajpat Nagar,120.0,33.8,,No ,,No ,,NA,9.3,4.9,"""5.0""",UPI
2025-11-14,05:14:28,UBR187393,Completed,CUST69757,Uber XL,NEW DELHI,Vaishali,12.1,49.1,,No ,null,-,,505,19.9,N/A,4.6,Wallet
2025-03-03,06:33:54,UBR146240,Customer Cancelled,CUST49898 ,Uber Auto,IGI Airport,Dwarka,3.3,33.5, Wrong pickup location,no,,Not Available,,,NA,,,Unknown
2025-04-26,03:23:00,UBR182470,Cancelled,CUST53723,Uber Auto,New Delhi,Rajouri Garden,12.3,41.6,,yes,Wrong pickup location,No ,,338.9,,,,Debit Card
24-May-2025,15:09:05,UBR127149,Customer Cancelled,CUST25017,Uber Go,Aerocity,IGI Airport,1.0,-,Driver is too far,no,NA,no,,,,,,Wallet
2025-03-27,01:20:20,ubr168081,Customer Cancelled,CUST58431,Uber Auto,MG Road,Faridabad,10.6,27.5,N/A,no,,no,,269.4,,0.0,NULL,upi
2025-11-30,13:22:51,UBR169191,completed,CUST62783,Uber Auto,Karol Bagh,Kaushambi,8.3,18.1,,no,,No,,362.1,15.1,4.3,4.8,upi
2025-10-27,19:43:42,UBR122423,Completed,CUST63799,Uber Auto,Hauz Khas,Kashmere Gate,12.7,60.0,Not Available,no,,no,,1030.9,30.5,4.8,4.2,Cash
05/04/2025,09:42:20,UBR187365,Completed,CUST57211,Uber Auto,DLF Phase 1,Unknown,9.2,51.2,,No ,,No ,,467.4,16.0,5.0,4.3,cash
2025-03-08,10:07:41,UBR184330,Completed,CUST25112,Uber XL,Lajpat Nagar,Hauz Khas,nan,Not Available,,No ,,No ,,318.4,12.3,5.0,4.6,UPI
2025-03-24,08:50:10,UBR160565,Driver Cancelled,CUST41443,Bike,Indirapuram,GHAZIABAD,10.6,36.5,,yes,Other,No,,,,,,UPI
2025-08-25,23:25:58,UBR197407,Completed,CUST35171,uber auto,Gurugram,Indirapuram,1.5,7.0,,NO,,NO,,136.6,6.5,NA,N/A,UPI
,01:47:48,UBR151949,Completed,CUST53808,Uber Go,Vasant Kunj,Rohini,3.5,NA,,no,,No ,N/A,100.0,7.7,"""4.48546479862596""",5.0,UPI
14/07/2025,09:23:52,UBR111209,Incomplete,CUST29621,Uber Auto,Gurgaon,MG Road,8.8,26.5,N/A,NA,,YES, Driver emergency,,,,4.8,wallet
2025-08-20,09:38:26,UBR153522,Customer Cancelled,CUST24111,Go,Janakpuri,Gurugram,13.1,36.2, Other,NO,Not Available,No ,,275.2,7.5,,,Wallet
2025/03/03,01:32:06,UBR178724,Completed,CUST43415,Uber Auto,Delhi,Faridabad,6.0,17.4,,No ,,No ,,60.0,2.4,5 stars,nan,upi
2025-09-30,21:44:29,UBR181563,Driver Cancelled,CUST28719,moto,Indirapuram,Vasant Kunj,12.8,36.1,,yes,customer not reachable,No,,207.7,7.4,,,Cash
,12:21:38,UBR131880,Incomplete,CUST20152,Uber Go,New Delhi,New Delhi Railway Station,4.7,35.0,,NO,,yes,,,,3.5,5.0,
2025-06-29,17:51:48,UBR184079,Completed,CUST60193,UberXL,Vasant Kunj,NA,13.1,null,,No,,No,,212.4,5.6,4.5,4.2,upi
09/12/2025,12:19:11,UBR116528,Completed,CUST48510,Auto,Cyber City,Lajpat Nagar,7.6,31.1,,no,,No,,145.7,6.7,4.8,-,UPI
2025-11-11,3:46 PM,UBR135622,completed,CUST54048,Moto,MG Road,Lajpat Nagar,10.2,31.8,,NO,,No ,NA,256.0,12.4,5.0,4.3,UPI
2025-03-21,11:46:00,UBR198402,Unknown,CUST65116,Go,Noida Sector 18,Saket,13.5,N/A,,No,,No ,,427.0,14.1,4.1,Unknown,Debit Card
2025-10-30,6:15 PM,UBR194640,completed,CUST41386,Uber Premier,Connaught Place,Noida Sector 18,15.5,60.0,,No ,,No,,195.7,7.1,NA,4.1,Cash
2025-08-07,18:33:12,UBR100531,Completed,CUST61237,Uber Go,Aerocity,-,12.7,50.6,,NO,,Unknown,,624.2,unknown,"""4.685883854565873""",5.0,UPI
2025-06-10,7:40 AM,UBR170059,completed,CUST30283,Uber Go,Kaushambi,Ghaziabad,14.9,50.0,,no,,No ,,411,NULL,4.5,4.9,UPI
2025-02-20,9:54 PM,UBR114351,Driver Cancelled,CUST58189,Uber Go,NA,Gurugram,10.4,33.6,,yes,,no,Unknown,171.4,3.6,nan,,Not Available
2025-10-03,19:56:32,UBR126535,Incomplete,CUST26496,Uber XL,Anand Vihar,IGI Airport,N/A,47.4,,no,N/A,Yes,Other,628.5,28.2,,,Credit Card
2025-03-01,03:36:24,UBR124431,Customer Cancelled,CUST22548,Uber Premier,Vaishali,Gurugram,4.5,24.7,,no,NULL,No ,,423.9,,,,UPI
,20:07:48,UBR152614,Incomplete,CUST58227,Uber Auto,Noida Sector 62,Kashmere Gate,NA,45.5,Not Available,no,,Yes,null,,8.4,,,UPI
2025/04/18,10:46 PM,UBR117781,Completed,CUST51261,moto,Hauz Khas,Karol Bagh,1.0,5.0,,No,,NO,NULL,109.5,4.300846645375334,N/A,4.9,Wallet
2025-12-09,16:01:11,UBR150564,COMPLETED,CUST22983,bike,Dwarka,DLF Phase 1,7.8,16.8,nan,NO,,No,,185.5,null,4.3,4.4,upi
2025-09-29,06:37:31,UBR110349,Completed,CUST40792,Uber XL,Noida Sector 62,Cyber City,7.4,29.2,,No,,No ,,20,11.6,4.1022794282514745 stars,4.1,Credit Card
2025-04-25,22:00:39,UBR146634,Driver Cancelled,-,Uber Go,Connaught Place,Cyber City,10.0,27.7,,Yes ,Traffic,No,,,Not Available,,,debit card
2025-09-01,20:59:19,UBR195329,completed,CUST28733,Uber Go,Aerocity,Kashmere Gate,10.2,36.4,,No ,,NO,,241.7,7.9,4.3,N/A,Debit Card
10-17-2025,14:17:27,ubr114447,Completed,CUST37040,Unknown,Noida Sector 18,Indirapuram,10.4,null,,no,,NO,,376.9,65.0,4.7,4.9,Credit Card
28/01/2025,10:58:43,UBR136313,Driver Cancelled,CUST69059,Uber XL,Anand Vihar,Dwarka,7.8,30.6,,YES,NULL,No ,,,21.5,,,N/A
2025-05-23,14:47:08,UBR128062,Completed,CUST24823,Uber Auto,Connaught Place,IGI Airport,3.9,30.9,null,NO,,NO,,763.1,37.8,4.5,4.3,UPI
23/09/2025,13:19:01,UBR116548,Completed,CUST41753,UberGo,Lajpat Nagar,Indirapuram,1.5,10.4,,no,,No ,Unknown,294.7,9.8,4.2,5.0,upi
2025-10-14,14:07:34,UBR145205,Completed,CUST23332,Uber Go,Noida Sector 18,Cyber City,6.3,25.6,,No ,,No ,,669.3,22.9,4.8,4.8,UPI
2025-08-01,23:48:17,UBR103722,Completed,CUST54150,Moto,Saket,IGI Airport,4.9,22.6,,No ,,NO,N/A,442.0,24.0,3.4,NULL,Wallet
2025-01-12,19:45:08,UBR116626,Completed,CUST66844,Premier,Delhi,IGI Airport,12.4,40.2,,no,,NO,,885.7,26.0,3.5,4.7,Debit Card
01-31-2025,09:44:49,UBR133880,customer cancelled,CUST53462,moto,Ghaziabad,Dwarka,15.3,null,N/A,No,,No,,,,,,UPI
2025-07-30,03:21:23,UBR169173,Completed,CUST40341,Uber Go,Greater Kailash,Connaught Place,3.8,12.3,,no,,No ,,null,16.5,4.3,"""4.3215258647123145""",Credit Card
2025-12-23,19:15:08,UBR118697,Completed,CUST24189,Moto,MG Road,IGI Airport,9.3,41.7,,NO,,No,,512.7,24.1,4.0,3.9,Debit Card
2025-04-30,,UBR184415,Completed,,Uber Go,Noida Sector 62,Gurugram,4.2,15.0,,NO,,N/A,,174.0,7.9,5.0,N/A,UPI
2025-02-21,17:53:02,UBR178611,Customer Cancelled,CUST45058,Uber Go,Hauz Khas,Kaushambi,17.4,60.0, Driver not moving,No ,,no,,189.4,4.7,,,Cash
2025-04-08,13:33:17,UBR120820,Completed,CUST60724,Uber XL,Noida Sector 62,-,5.9,19.5,,NO,,no,,122.8,4.4,4.9,null,UPI
21-Nov-2025,00:36:37,UBR157302,completed,CUST59386,Uber Auto,New Delhi,MG Road,8.1,18.1,,no,,no,,91.3,2.2,"""4.134753064552452""",5.0,wallet
2025-05-16,07:33:57,UBR166452,COMPLETED,CUST66016,Uber Auto,MG Road,DLF Phase 1,15.8,48.4,,No ,,Not Available,,177.9,6.9,5.0,"""5.0""",Wallet
2025-11-30,00:44:20,UBR141827,Cancelled,CUST27644,Uber XL,Rohini,Kaushambi,3.7,17.2,Driver is too far ,NO,,No ,,382.9,,,,UPI
2025-02-13,13:51:47,UBR195688,Incomplete,CUST48961,Uber Go,Anand Vihar,Delhi,6.7,23.3,,NO,,yes,Route issue,159.2,7.9,,,Unknown
03-17-2025,07:23:06,UBR168860,Completed,CUST38784,nan,Karol Bagh,Gurgaon,14.7,Unknown,,No,,NO,,-,null,5.0,3.9,Cash
2025-05-03,07:53:53,UBR141230,Driver Cancelled,Unknown,Auto,Anand Vihar,Dwarka,14.9,60.0,,Yes ,,No ,,498.2,0.0,,,UPI
2025-10-06,00:13:47,UBR179460,Customer Cancelled,CUST46092,Uber Auto,Cyber City,Connaught Place,9.2,38.3,Wait time too long,NO,,NO,,,12.5,,,upi
2025-09-16,19:43:32,UBR162516,Completed,CUST26935,Uber Go,New Delhi,Kaushambi,10.6,54.0,,No,,no,,341.3,9.3,4.7,4.4,Unknown
2025-01-10,3:25 AM,UBR145568,Completed,CUST55546,UberXL,Rohini,Hauz Khas,10.9,31.6,,NO,,No ,NA,251.8,7.1,4.1,5.0,Cash
